type_of_action,traveled_distance_pixel,elapsed_time,direction_of_movement,straightness,num_points,sum_of_angles,mean_curv,sd_curv,max_curv,min_curv,mean_omega,sd_omega,max_omega,min_omega,largest_deviation,dist_end_to_end_line,num_critical_points,mean_vx,sd_vx,max_vx,min_vx,mean_vy,sd_vy,max_vy,min_vy,mean_v,sd_v,max_v,min_v,mean_a,sd_a,max_a,min_a,mean_jerk,sd_jerk,max_jerk,min_jerk,a_beg_time,n_from,n_to
3,516.8052353913379,0.5280000000000022,5,0.8809255856499602,367,-372.32686948649985,0.04383596877753888,2.0275931096709354,5.497787143782138,-4.71238898038469,42.76470503795559,1958.878872769027,5497.787143794951,-5497.787143794951,386.67423189930054,455.2669546540798,111,-452.8004844081831,490.4592014950312,0,-2000.0000000046612,-946.1095973359401,686.6419616491182,0,-3000.0000000069917,1187.3808247739792,632.940257860483,3605.5512754723923,0.0,57191.725758356566,804897.5238347955,2236067.977510212,-3605551.2754551764,43060947.78093258,1345458315.3963716,4605551275.470571,-5211102550.901767,0.003999999999997783,11123,11491
3,466.96145331991767,0.507000000000005,7,0.8886933578059497,313,-99.48980036130665,-0.003851759727228457,0.6240190749880928,1.5707963267948994,-1.5707963267948966,-4.6083931712980135,570.7898389921288,1570.7963267985574,-1570.7963267985574,310.53852961901356,414.9855419168239,167,1045.4510877830194,864.7473550755423,5999.999999971351,0.0,-223.42917997872146,398.37159131064567,1000.0000000023306,-2000.0000000046612,1192.5028116012043,790.9007227514329,5999.999999971351,0.0,76223.35254329529,918244.8602646497,4999999.999945147,-3999999.999976012,56616763.55552006,1556984571.5175457,7162277660.089407,-8999999999.942133,0,11492,11806
3,342.67604417551064,0.4660000000000011,0,0.9560372119473296,262,14.60081455015488,0.003961082535957114,0.41565524676146387,1.5707963267948966,-1.5707963267948966,2.7688816671652137,383.6039968084952,1570.7963267985574,-1570.7963267985574,783.7952965817648,327.61104987469514,191,906.6157760812149,585.6046728525229,3000.0000000069917,0.0,70.29262086513897,258.00675902939406,1000.0000000023306,-500.0000000011653,949.782302953494,577.6944888204035,3162.277660175749,0.0,88978.9066092128,723653.9198765462,3162277.660183119,-2162277.6601701993,105350768.27716447,1090426551.2325692,4162277660.1903753,-5324555320.327894,0.0020000000000024443,11807,12070
3,736.3133923695361,0.8269999999999982,1,0.5500643568377002,464,414.43778895879234,0.06873253233326755,1.0778217153125758,5.81953769817878,-4.71238898038469,2.547162310927754,1177.4085861642716,5819.537698192343,-5497.787143794951,875.4684128851435,405.0197526047341,171,207.14798850572333,888.7570615510126,4000.0000000093223,-3000.0000000069917,726.0533707864478,1056.4472602118458,6000.0000000139835,-3000.0000000069917,1324.2230451800408,846.9679554542299,7211.1025509447845,0.0,67691.0792764667,964237.6476374908,6465746.558459952,-5796888.988581904,58881431.34167889,1630829268.9358637,7211102550.897014,-12262635547.070435,0.005999999999993122,12071,12536
3,117.19071974995019,0.6989999999999981,6,0.7750102212109241,84,-75.38068162609764,-0.06378327116659024,1.195971781021481,4.71238898038469,-4.71238898038469,31.942316271363833,1033.977488484695,4712.388980395673,-4712.388980395673,317.68032908865723,90.82400563727631,39,232.42630385492936,481.04200489820465,2000.0000000046612,-1000.0000000023306,-671.2826319104931,753.8797611454255,499.99999999938893,-3000.0000000069917,910.5422065621633,683.7202700109843,3162.277660175749,4.081632653061267,80958.5637238726,774290.8369529144,2828944.3268490215,-2162277.6601701993,45891121.281622194,1186845776.1609824,3499999999.965852,-4991221986.995388,0.005000000000002558,12537,12622
1,236.80511587126725,3.3800000000000026,5,0.769966957383373,144,-177.38611559225836,0.027637305951235078,1.148987933256466,5.497787143782138,-3.887522570888539,-9.779758891341382,1412.6652996566006,5176.036589397559,-5497.787143794951,785.1551568153427,182.33211456021672,42,-200.00354975625467,879.7351618363098,2000.0000000046612,-2999.9999999856755,-1108.6850737365833,942.5696911157502,0,-5999.999999971351,1429.8121434448717,936.1362955256265,6708.203932467338,0.6506180871828241,33276.28636386055,1190191.82351133,5708203.932437751,-6708203.932482972,26968946.09154974,2111633566.2274342,8708203932.512589,-12416407864.949661,0.0010000000000047748,12623,12766
3,430.4801213659839,0.24399999999999977,4,0.9764122500564489,149,-60.03616416547689,0.17696667497781163,2.0487583042096573,5.961434752782944,-4.71238898038469,103.82931954301371,3864.329215085799,6085.789747343889,-6118.036629779218,855.3573781688966,420.3260639075336,27,-2467.5615212523235,1641.0095377134567,0,-9999.999999952252,-629.9776286352323,628.3367702583835,0,-3000.0000000069917,2610.538343739261,1659.5458015903955,10049.875621072904,0.0,27592.418587435608,1564961.297623896,6887597.960864268,-5926769.995459448,21371850.445612658,2724262157.231667,8824339814.255568,-12814367956.353582,0.0009999999999976694,12770,12920
3,253.27071562736847,0.27600000000000335,3,0.9220208362130692,161,437.74008546260467,0.090492160109104,0.5777954957606289,3.141592653589793,-1.5707963267948966,18.93288759712734,806.5790843944092,3141.5926535747926,-3141.592653597115,268.32718685379336,233.52087701102872,62,-1224.3741765477591,792.478449182848,0,-3000.0000000069917,329.2356797790116,482.28942993028676,2000.0000000046612,0.0,1358.2336361158723,787.6220248229733,3605.551275446773,0.0,43496.71289653628,929289.1512653009,2999999.999971351,-3000000.0000139833,22154397.792583868,1615821501.5399528,5999999999.956685,-4324555320.306691,0.0020000000000024443,12921,13083
1,1118.5580778068795,0.7579999999999956,0,0.5743471630886025,623,538.5013970268785,0.07133419469362763,1.07750053283049,5.961434752782944,-4.71238898038469,-0.7898136086802271,1308.0060613708358,5961.4347527968375,-5961.434752754479,246.0351751560088,642.4406587382215,208,770.9381130729633,1290.0066053185622,5000.000000011653,-3000.0000000069917,612.0920278225564,843.7641137890055,4000.0000000093223,-2000.0000000046612,1607.6790283532719,869.0398940205041,6403.124237447772,222.2222222222138,38179.570981673256,1156777.096991516,5403124.2374580335,-5403124.2374267485,42001840.26133882,1995887707.7139163,7403124237.463293,-10806248474.833183,0.0009999999999976694,13084,13706
4,3.0,0.08899999999999864,0,0.7453559924999299,6,1.5707963267948966,0.0,1.5707963267948966,1.5707963267948966,-1.5707963267948966,43.63323130016662,418.96991318306385,785.3981633992787,-523.598775598279,234.7871376374779,2.23606797749979,1,138.88888888878492,212.64065787763303,499.99999999938893,0.0,83.33333333352755,200.6932429803393,500.0000000011653,0.0,222.22222222231247,230.4049039259786,500.0000000011653,0.0,72222.22222227596,161039.25600726285,250000.0000011653,-83333.33333322834,26851851.851865243,114604608.9491514,166666666.66758525,-101851851.85236661,0.0020000000000024443,13707,13712
1,1286.4500348834338,0.6980000000000004,4,0.5869605019559508,473,295.85554482595364,0.03799466879768661,0.8164631826381172,5.81953769817878,-4.71238898038469,-16.274977506780566,1270.3039668260164,6192.525419993273,-6192.525419993273,698.4309918759136,755.0953582164308,279,-1131.4196937665445,2386.2526263091345,5000.000000011653,-11000.000000025637,-1025.0880902044842,1341.7362635592997,1000.0000000023306,-8000.000000018645,2605.1308033610085,1737.7534184341089,11045.361017213003,18.1818181818171,35143.825533747295,1680683.0878229574,8433981.132099468,-8433981.132043093,33169639.42312034,2976533673.0696416,11039532407.552061,-16867962264.06202,0.026000000000003354,13713,14185
4,3.0,0.12299999999999756,3,0.7453559924999299,5,7.853981633974483,1.0471975511965976,0.8278823554830084,1.5707963267948966,0.0,256.2390468197066,352.7847052324685,785.3981633992787,-27.80170489902483,59.4794082014944,2.23606797749979,1,-140.0000000002126,207.60539492072888,0,-500.0000000011653,66.66666666666414,145.29663145135027,333.3333333333207,0.0,206.66666666687675,190.2921730162853,500.0000000011653,0.0,33611.11111124909,75810.26646895494,111111.11111110268,-60000.000000222826,-1379629.6295864582,28147849.14965177,37037037.03703283,-28666666.666853204,0.0049999999999954525,14186,14190
